סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_6,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
791       ,משען                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,1023      ,99        ,230       ,358       ,125       ,96        ,115
792       ,נתיב השיירה              ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,566       ,48        ,103       ,199       ,66        ,54        ,96
793       ,גבעתי                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,975       ,118       ,224       ,353       ,100       ,75        ,105
794       ,עגור                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,476       ,56        ,120       ,162       ,55        ,32        ,51
795       ,יערה                     ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,797       ,71        ,179       ,297       ,95        ,78        ,77
796       ,צלפון                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,987       ,124       ,200       ,365       ,100       ,76        ,122
797       ,אחיעזר                   ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,1846      ,223       ,489       ,648       ,173       ,166       ,147
798       ,יגל                      ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,943       ,94        ,232       ,330       ,113       ,85        ,89
799       ,זכריה                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1082      ,100       ,232       ,387       ,146       ,99        ,118
800       ,בית חנניה                ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,870       ,57        ,196       ,312       ,124       ,99        ,82
801       ,חמד                      ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,1024      ,132       ,327       ,337       ,56        ,71        ,101
802       ,גבעת כ"ח                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,25        ,חבל מודיעין              ,980       ,105       ,216       ,355       ,123       ,78        ,103
803       ,יושיביה                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,618       ,91        ,202       ,192       ,46        ,33        ,54
804       ,אחיסמך                   ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,1335      ,132       ,344       ,488       ,134       ,142       ,95
805       ,ישעי                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,826       ,93        ,182       ,317       ,78        ,64        ,92
806       ,עין יהב                  ,62        ,באר שבע                  ,63        ,אילת                     ,54        ,הערבה התיכונה            ,791       ,44        ,218       ,223       ,147       ,25        ,134
807       ,חניאל                    ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,896       ,58        ,168       ,315       ,128       ,102       ,125
808       ,ניר אליהו                ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,647       ,66        ,134       ,207       ,73        ,52        ,115
809       ,נחם                      ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,627       ,67        ,153       ,216       ,60        ,54        ,77
810       ,עופר                     ,32        ,חדרה                     ,32        ,חדרה                     ,15        ,חוף הכרמל                ,575       ,66        ,112       ,221       ,61        ,55        ,60
811       ,יכיני                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,697       ,74        ,151       ,246       ,89        ,46        ,91
812       ,שלומי                    ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,7083      ,547       ,1495      ,2587      ,934       ,724       ,796
813       ,עין יעקב                 ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,1078      ,121       ,268       ,399       ,115       ,100       ,75
814       ,תלמים                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,911       ,97        ,256       ,310       ,80        ,70        ,98
815       ,זבדיאל                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,629       ,81        ,148       ,214       ,58        ,66        ,62
816       ,זנוח                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,565       ,52        ,120       ,210       ,67        ,56        ,60
817       ,עזריקם                   ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,1380      ,159       ,304       ,518       ,147       ,131       ,121
818       ,זרחיה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,768       ,65        ,232       ,271       ,81        ,49        ,70
819       ,אביגדור                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,920       ,98        ,204       ,329       ,90        ,95        ,104
820       ,חלץ                      ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,482       ,38        ,95        ,154       ,66        ,48        ,81
821       ,אחוזם                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,50        ,לכיש                     ,521       ,41        ,91        ,198       ,66        ,48        ,77
822       ,מטע                      ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,837       ,78        ,223       ,294       ,106       ,56        ,80
823       ,בר גיורא                 ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,632       ,88        ,122       ,237       ,54        ,60        ,71
824       ,כוכב מיכאל               ,61        ,אשקלון                   ,61        ,אשקלון                   ,36        ,חוף אשקלון               ,1136      ,95        ,329       ,350       ,128       ,75        ,159
825       ,נס הרים                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,1361      ,151       ,458       ,450       ,149       ,66        ,87
826       ,עוזה                     ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,494       ,43        ,87        ,156       ,69        ,73        ,66
827       ,נווה מבטח                ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,695       ,59        ,191       ,213       ,100       ,47        ,85
828       ,ישרש                     ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1062      ,124       ,226       ,389       ,123       ,98        ,102
829       ,מבטחים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,519       ,49        ,87        ,185       ,55        ,63        ,80
831       ,ירוחם                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,11014     ,1228      ,2512      ,4064      ,1142      ,901       ,1167
833       ,נורית                    ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,183       ,29        ,52        ,71        ,16        ,5         ,10
836       ,גנות                     ,43        ,רמלה                     ,43        ,רמלה                     ,40        ,שדות דן                  ,473       ,31        ,96        ,161       ,61        ,45        ,79
837       ,עזריאל                   ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,993       ,92        ,299       ,333       ,112       ,71        ,86
838       ,פדיה                     ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,828       ,77        ,167       ,318       ,97        ,78        ,91
839       ,פתחיה                    ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,894       ,88        ,191       ,323       ,107       ,83        ,102
840       ,כיסופים                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,367       ,22        ,35        ,138       ,46        ,47        ,79
841       ,אלישמע                   ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,1186      ,125       ,245       ,418       ,152       ,119       ,127
842       ,געש                      ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,876       ,65        ,141       ,316       ,77        ,99        ,178
843       ,מרגליות                  ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,425       ,21        ,74        ,161       ,64        ,63        ,42
844       ,נחל עוז                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,485       ,49        ,86        ,189       ,57        ,35        ,69
845       ,כפר עזה                  ,61        ,אשקלון                   ,61        ,אשקלון                   ,37        ,שער הנגב                 ,922       ,68        ,144       ,379       ,97        ,102       ,132
846       ,שפר                      ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,476       ,66        ,93        ,152       ,53        ,53        ,59
848       ,בית רבן                  ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,562       ,164       ,60        ,315       ,12        ,7         ,4
849       ,דבירה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,41        ,בני שמעון                ,1066      ,118       ,295       ,376       ,129       ,51        ,97
850       ,אחיטוב                   ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,1024      ,96        ,218       ,361       ,146       ,83        ,120
851       ,ניצני עוז                ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1095      ,101       ,253       ,403       ,146       ,103       ,89
852       ,גונן                     ,21        ,צפת                      ,21        ,צפת                      ,1         ,הגליל העליון             ,489       ,33        ,102       ,153       ,71        ,30        ,100
853       ,גאליה                    ,44        ,רחובות                   ,44        ,רחובות                   ,27        ,גן רווה                  ,1162      ,93        ,221       ,402       ,177       ,102       ,167
854       ,רחוב                     ,23        ,עפולה                    ,23        ,עפולה                    ,7         ,עמק המעיינות             ,441       ,35        ,84        ,161       ,59        ,44        ,58
856       ,שעלבים                   ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,1524      ,227       ,588       ,489       ,130       ,30        ,60
857       ,כפר אביב                 ,44        ,רחובות                   ,44        ,רחובות                   ,32        ,גדרות                    ,801       ,71        ,198       ,258       ,98        ,55        ,121
858       ,נווה ירק                 ,42        ,פתח תקווה                ,42        ,פתח תקוה                 ,20        ,דרום השרון               ,1305      ,134       ,331       ,409       ,198       ,81        ,152
859       ,כסלון                    ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,428       ,45        ,98        ,156       ,52        ,34        ,43
861       ,שדה אליעזר               ,21        ,צפת                      ,21        ,צפת                      ,55        ,מבואות החרמון            ,940       ,78        ,226       ,327       ,139       ,78        ,92
862       ,גני יוחנן                ,44        ,רחובות                   ,44        ,רחובות                   ,30        ,גזר                      ,742       ,79        ,133       ,260       ,85        ,70        ,115
863       ,גינתון                   ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,965       ,94        ,212       ,347       ,125       ,76        ,111
864       ,בקוע                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,768       ,89        ,155       ,291       ,87        ,76        ,70
865       ,שיבולים                  ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,401       ,26        ,116       ,120       ,47        ,42        ,50
866       ,יטבתה                    ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,906       ,51        ,163       ,320       ,139       ,72        ,161
868       ,אלוני יצחק               ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,167       ,4         ,12        ,60        ,11        ,44        ,36
870       ,גבעת השלושה              ,42        ,פתח תקווה                ,349       ,ראש העין                 ,20        ,דרום השרון               ,694       ,69        ,115       ,234       ,98        ,49        ,129
871       ,עינת                     ,42        ,פתח תקווה                ,349       ,ראש העין                 ,20        ,דרום השרון               ,899       ,65        ,275       ,253       ,145       ,48        ,113
872       ,גאולי תימן               ,41        ,השרון                    ,32        ,חדרה                     ,16        ,עמק חפר                  ,380       ,40        ,71        ,127       ,40        ,37        ,65
873       ,שלווה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,534       ,48        ,108       ,202       ,57        ,49        ,70
874       ,מגדל העמק                ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,29075     ,2387      ,5338      ,10185     ,3269      ,3004      ,4892
877       ,בית חירות                ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,863       ,71        ,195       ,290       ,119       ,78        ,110
880       ,עין שריד                 ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,1554      ,136       ,341       ,553       ,187       ,199       ,138
882       ,אורנים                   ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,4         ,0         ,0         ,1         ,1         ,2         ,0
885       ,שדה בוקר                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,573       ,51        ,93        ,218       ,59        ,57        ,95
886       ,איתנים                   ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,4         ,0         ,0         ,0         ,0         ,0         ,4
888       ,כפר הרי"ף                ,61        ,אשקלון                   ,61        ,אשקלון                   ,35        ,יואב                     ,878       ,71        ,236       ,291       ,131       ,68        ,81
889       ,כפר חסידים ב'            ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,328       ,42        ,79        ,104       ,22        ,19        ,62
890       ,כפר הנוער הדתי           ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,60        ,5         ,9         ,16        ,3         ,12        ,15
892       ,עבדון                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,732       ,78        ,142       ,300       ,79        ,67        ,66
897       ,מדרשת רופין              ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,7         ,0         ,0         ,5         ,0         ,1         ,1
913       ,שבלי - אום אל-גנם        ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,6549      ,671       ,1848      ,2561      ,725       ,373       ,371
916       ,ישע                      ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,404       ,30        ,95        ,133       ,65        ,25        ,56
917       ,עצמון שגב                ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,1250      ,68        ,305       ,427       ,188       ,149       ,113
919       ,גבעת ישעיהו              ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,771       ,65        ,197       ,258       ,116       ,60        ,75
921       ,שער מנשה                 ,32        ,חדרה                     ,32        ,חדרה                     ,14        ,מנשה                     ,131       ,0         ,0         ,12        ,34        ,26        ,59
922       ,רכסים                    ,31        ,חיפה                     ,31        ,חיפה                     ,0         ,                         ,12159     ,2267      ,3829      ,4122      ,741       ,564       ,636
926       ,נווה אבות                ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,23        ,0         ,0         ,0         ,0         ,2         ,21
932       ,אבו עמרה )שבט(           ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,18        ,2         ,1         ,2         ,5         ,6         ,2
935       ,אבו סריחאן )שבט(         ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,33        ,2         ,6         ,14        ,5         ,2         ,4
939       ,מסעודין אל-עזאזמה        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,17022     ,3231      ,6296      ,5727      ,880       ,400       ,488
942       ,סואעד )חמרייה(           ,24        ,עכו                      ,24        ,עכו                      ,9         ,עמק יזרעאל               ,230       ,22        ,64        ,84        ,20        ,14        ,26
944       ,בסמת טבעון               ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,7977      ,780       ,2004      ,3289      ,926       ,528       ,450
948       ,חוג'ייראת )ד'הרה(        ,24        ,עכו                      ,24        ,עכו                      ,56        ,משגב                     ,28        ,3         ,3         ,6         ,1         ,5         ,10
956       ,הוזייל )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1970      ,329       ,546       ,713       ,177       ,106       ,99
957       ,עוקבי )בנו עוקבה(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,548       ,97        ,171       ,208       ,37        ,20        ,15
958       ,אבו עבדון )שבט(          ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,276       ,46        ,92        ,99        ,21        ,4         ,14
959       ,אפיניש )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,100       ,11        ,29        ,36        ,15        ,6         ,3
960       ,אסד )שבט(                ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1166      ,253       ,441       ,379       ,49        ,21        ,23
961       ,אבו רוקייק )שבט(         ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,10107     ,1875      ,3553      ,3597      ,570       ,234       ,278
962       ,טובא-זנגריה              ,21        ,צפת                      ,21        ,צפת                      ,0         ,                         ,6804      ,743       ,1718      ,2977      ,695       ,374       ,297
963       ,אעצם )שבט(               ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,10400     ,2141      ,3801      ,3562      ,472       ,227       ,197
964       ,קודייראת א-צאנע)שבט(     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,2894      ,539       ,1060      ,1005      ,154       ,46        ,90
965       ,אטרש )שבט(               ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,3715      ,747       ,1486      ,1211      ,141       ,69        ,61
966       ,אבו רובייעה )שבט(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,8719      ,1683      ,3056      ,3056      ,467       ,202       ,255
967       ,אבו ג'ווייעד )שבט(       ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,4461      ,928       ,1601      ,1479      ,229       ,88        ,136
968       ,אבו קורינאת )שבט(        ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,6416      ,1227      ,2278      ,2229      ,355       ,154       ,173
969       ,עטאוונה )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,205       ,19        ,75        ,59        ,22        ,9         ,21
970       ,תראבין א-צאנע )שבט(      ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1259      ,275       ,484       ,397       ,44        ,24        ,35
972       ,קוואעין )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1295      ,309       ,510       ,412       ,33        ,15        ,16
975       ,זרזיר                    ,23        ,עפולה                    ,23        ,עפולה                    ,0         ,                         ,8558      ,1004      ,2358      ,3605      ,800       ,416       ,375
976       ,ג'נאביב )שבט(            ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,1300      ,254       ,456       ,441       ,78        ,30        ,41
978       ,כעביה-טבאש-חג'אג'רה      ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,5859      ,694       ,1609      ,2418      ,564       ,316       ,258
986       ,ח'ואלד )שבט(             ,25        ,נצרת                     ,31        ,חיפה                     ,12        ,זבולון                   ,82        ,10        ,18        ,31        ,12        ,5         ,6
989       ,סואעד )כמאנה( )שבט(      ,24        ,עכו                      ,20        ,כרמיאל                   ,0         ,                         ,39        ,0         ,6         ,15        ,10        ,3         ,5
990       ,ראס עלי                  ,31        ,חיפה                     ,31        ,חיפה                     ,12        ,זבולון                   ,690       ,78        ,222       ,275       ,62        ,34        ,19
993       ,חמאם                     ,22        ,כנרת                     ,22        ,טבריה                    ,65        ,אל-בטוף                  ,1668      ,168       ,367       ,720       ,209       ,111       ,93
994       ,מנשית זבדה               ,25        ,נצרת                     ,23        ,עפולה                    ,9         ,עמק יזרעאל               ,1357      ,195       ,335       ,565       ,128       ,89        ,45
997       ,רומת הייב                ,25        ,נצרת                     ,25        ,נצרת עילית               ,65        ,אל-בטוף                  ,2134      ,253       ,557       ,901       ,196       ,122       ,105
998       ,ביר אל-מכסור             ,24        ,עכו                      ,25        ,נצרת עילית               ,0         ,                         ,10025     ,1116      ,2678      ,4141      ,1023      ,570       ,497
1015      ,מבשרת ציון               ,11        ,ירושלים                  ,11        ,ירושלים                  ,0         ,                         ,26038     ,1950      ,4695      ,9061      ,3006      ,2734      ,4592
1020      ,אור עקיבא                ,32        ,חדרה                     ,32        ,חדרה                     ,0         ,                         ,21193     ,1920      ,3603      ,7643      ,2306      ,2380      ,3341
1024      ,חרוצים                   ,41        ,השרון                    ,41        ,נתניה                    ,19        ,חוף השרון                ,803       ,59        ,176       ,261       ,114       ,70        ,123
1031      ,שדרות                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,28274     ,3176      ,5057      ,11254     ,2848      ,2644      ,3295
1034      ,קרית מלאכי               ,61        ,אשקלון                   ,61        ,אשקלון                   ,0         ,                         ,25439     ,3067      ,5421      ,9746      ,2197      ,2259      ,2749
1041      ,נצאצרה )שבט(             ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,580       ,86        ,195       ,213       ,59        ,16        ,11
1042      ,אבו עמאר )שבט(           ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,124       ,13        ,38        ,51        ,14        ,4         ,4
1043      ,גיזו                     ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,207       ,21        ,45        ,70        ,41        ,17        ,13
1044      ,יעף                      ,41        ,השרון                    ,41        ,נתניה                    ,18        ,לב השרון                 ,279       ,18        ,90        ,93        ,45        ,20        ,13
1045      ,שתולה                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,330       ,44        ,58        ,136       ,27        ,27        ,38
1046      ,אוהד                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,411       ,20        ,129       ,124       ,64        ,11        ,63
1047      ,חזון                     ,22        ,כנרת                     ,22        ,טבריה                    ,2         ,מרום הגליל               ,370       ,40        ,74        ,119       ,22        ,20        ,95
1050      ,בית חשמונאי              ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,2351      ,157       ,743       ,792       ,349       ,187       ,123
1051      ,תלמי אליהו               ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,314       ,23        ,61        ,126       ,30        ,13        ,61
1052      ,קטורה                    ,62        ,באר שבע                  ,63        ,אילת                     ,53        ,חבל אילות                ,592       ,32        ,91        ,227       ,55        ,109       ,78
1053      ,עין חצבה                 ,62        ,באר שבע                  ,63        ,אילת                     ,51        ,תמר                      ,51        ,5         ,15        ,17        ,6         ,5         ,3
1054      ,תל שבע                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,20154     ,3506      ,7380      ,7296      ,1079      ,487       ,406
1056      ,עין כרם-בי"ס חקלאי       ,11        ,ירושלים                  ,11        ,ירושלים                  ,26        ,מטה יהודה                ,28        ,3         ,6         ,13        ,2         ,1         ,3
1057      ,נווה זוהר                ,62        ,באר שבע                  ,62        ,באר שבע                  ,51        ,תמר                      ,73        ,3         ,6         ,25        ,8         ,16        ,15
1058      ,שדה ניצן                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,500       ,24        ,81        ,168       ,79        ,44        ,104
1059      ,כסיפה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,17300     ,3077      ,6014      ,6366      ,988       ,462       ,393
1060      ,לקיה                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,0         ,                         ,14960     ,2551      ,5113      ,5518      ,984       ,433       ,361
1061      ,נצרת עילית               ,25        ,נצרת                     ,25        ,נצרת עילית               ,0         ,                         ,50955     ,3466      ,7467      ,17336     ,6270      ,5567      ,10849
1063      ,מעלות-תרשיחא             ,24        ,עכו                      ,24        ,עכו                      ,0         ,                         ,24511     ,1778      ,4584      ,8717      ,3024      ,2560      ,3848
1064      ,אמירים                   ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,911       ,91        ,212       ,319       ,115       ,69        ,105
1065      ,זמרת                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,653       ,105       ,189       ,212       ,57        ,49        ,41
1066      ,בני עי"ש                 ,44        ,רחובות                   ,44        ,רחובות                   ,0         ,                         ,7603      ,567       ,1189      ,2524      ,946       ,864       ,1513
1067      ,דוב"ב                    ,21        ,צפת                      ,21        ,צפת                      ,2         ,מרום הגליל               ,499       ,45        ,96        ,195       ,55        ,51        ,57
1068      ,אדמית                    ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,465       ,34        ,72        ,169       ,63        ,54        ,73
1069      ,רם-און                   ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,980       ,61        ,282       ,289       ,192       ,41        ,115
1070      ,אביעזר                   ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,899       ,71        ,267       ,283       ,132       ,72        ,74
1071      ,נווה מיכאל               ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,757       ,80        ,220       ,275       ,58        ,56        ,68
1072      ,גן הדרום                 ,44        ,רחובות                   ,44        ,רחובות                   ,32        ,גדרות                    ,519       ,50        ,127       ,179       ,52        ,37        ,74
1076      ,בית ברל                  ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,57        ,2         ,12        ,29        ,3         ,3         ,8
1077      ,גבעת שפירא               ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,314       ,20        ,83        ,83        ,64        ,20        ,44
1079      ,צפרירים                  ,11        ,ירושלים                  ,13        ,בית שמש                  ,26        ,מטה יהודה                ,433       ,32        ,94        ,161       ,59        ,44        ,43
1080      ,מבועים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,42        ,מרחבים                   ,1284      ,105       ,272       ,530       ,183       ,130       ,64
1081      ,אבן מנחם                 ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,384       ,45        ,56        ,139       ,50        ,46        ,48
1082      ,מעגלים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,1571      ,130       ,402       ,630       ,208       ,141       ,60
1083      ,תושיה                    ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,568       ,62        ,186       ,214       ,53        ,28        ,25
1084      ,בן שמן )כפר נוער(        ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,261       ,41        ,38        ,83        ,23        ,28        ,48
1085      ,כרם שלום                 ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,208       ,24        ,46        ,82        ,31        ,19        ,6
1094      ,כרם יבנה )ישיבה(         ,44        ,רחובות                   ,44        ,רחובות                   ,29        ,חבל יבנה                 ,316       ,89        ,69        ,143       ,5         ,4         ,6
1095      ,כפר מימון                ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,683       ,66        ,214       ,222       ,78        ,14        ,89
1098      ,מרכז שפירא               ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,2166      ,208       ,577       ,774       ,196       ,247       ,164
1102      ,צוקי ים                  ,41        ,השרון                    ,41        ,נתניה                    ,16        ,עמק חפר                  ,233       ,10        ,64        ,53        ,37        ,19        ,50
1103      ,גני הדר                  ,43        ,רמלה                     ,43        ,רמלה                     ,30        ,גזר                      ,355       ,38        ,71        ,120       ,45        ,41        ,40
1104      ,פוריה - כפר עבודה        ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,365       ,31        ,66        ,146       ,35        ,49        ,38
1105      ,פוריה - נווה עובד        ,22        ,כנרת                     ,22        ,טבריה                    ,6         ,עמק הירדן                ,1426      ,147       ,272       ,559       ,144       ,159       ,145
1108      ,אומן                     ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,488       ,36        ,104       ,177       ,66        ,47        ,58
1110      ,חבר                      ,23        ,עפולה                    ,23        ,עפולה                    ,8         ,הגלבוע                   ,573       ,71        ,154       ,222       ,71        ,34        ,21
1112      ,יודפת                    ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,982       ,118       ,275       ,361       ,108       ,40        ,80
